"","SampleSize","Method","Activity"
"3225",30,"Ratio",16.3390760068207
"3226",3,"Ratio",15.7636363636364
"3227",6,"Ratio",12.2639786570019
"3228",10,"Ratio",14.9156270074012
"3229",20,"Ratio",16.0335732323232
"3230",30,"Ratio",17.1736270257099
"3231",3,"Ratio",22.9808429118774
"3232",6,"Ratio",14.8492600422833
"3233",10,"Ratio",15.3898051948052
"3234",20,"Ratio",17.4710833333333
"3235",30,"Ratio",15.8305008695009
"3236",3,"Ratio",12.1666666666667
"3237",6,"Ratio",14.5114894795127
"3238",10,"Ratio",17.3941586597684
"3239",20,"Ratio",17.777185834748
"3240",30,"Ratio",16.3245846560847
"3241",3,"Ratio",19.6785714285714
"3242",6,"Ratio",16.5573526728699
"3243",10,"Ratio",16.4799696969697
"3244",20,"Ratio",16.3171388536937
"3245",30,"Ratio",18.1122564736546
"3246",3,"Ratio",13.6111111111111
"3247",6,"Ratio",17.1694444444444
"3248",10,"Ratio",18.325
"3249",20,"Ratio",13.9599195249195
"3250",30,"Ratio",17.8249765406544
"3251",3,"Ratio",11.3333333333333
"3252",6,"Ratio",13.3293650793651
"3253",10,"Ratio",17.9472619047619
"3254",20,"Ratio",17.5430621090114
"3255",30,"Ratio",15.3625523046558
"3256",3,"Ratio",16.3833333333333
"3257",6,"Ratio",20.1861111111111
"3258",10,"Ratio",14.9724015538253
"3259",20,"Ratio",19.0980303030303
"3260",30,"Ratio",15.1346747832114
"3261",3,"Ratio",17.5777777777778
"3262",6,"Ratio",14.7926129426129
"3263",10,"Ratio",13.9909413067553
"3264",20,"Ratio",13.7503528341577
"3265",30,"Ratio",15.6396588164998
"3266",3,"Ratio",20.5869565217391
"3267",6,"Ratio",16.3653811982897
"3268",10,"Ratio",14.5202124695228
"3269",20,"Ratio",16.6408082996024
"3270",30,"Ratio",15.0896450475226
"3271",3,"Ratio",16.4592592592593
"3272",6,"Ratio",15.9694444444444
"3273",10,"Ratio",18.8935714285714
"3274",20,"Ratio",15.3022619047619
"3275",30,"Ratio",15.0061642484077
"3276",3,"Ratio",15.3525252525253
"3277",6,"Ratio",15.3209198209198
"3278",10,"Ratio",16.1234408602151
"3279",20,"Ratio",14.8993656472726
"3280",30,"Ratio",15.7906626928039
"3281",3,"Ratio",12.4666666666667
"3282",6,"Ratio",14.2521367521368
"3283",10,"Ratio",14.8040798755036
"3284",20,"Ratio",14.2564365004914
"3285",30,"Ratio",17.2484246395293
"3286",3,"Ratio",12.952861952862
"3287",6,"Ratio",16.7771367521368
"3288",10,"Ratio",22.4380513231756
"3289",20,"Ratio",14.8560443722944
"3290",30,"Ratio",15.51635657446
"3291",3,"Ratio",22.3222222222222
"3292",6,"Ratio",15.5079365079365
"3293",10,"Ratio",17.1064285714286
"3294",20,"Ratio",15.6913208737809
"3295",30,"Ratio",18.2922773171911
"3296",3,"Ratio",13.3333333333333
"3297",6,"Ratio",14.0099206349206
"3298",10,"Ratio",18.453
"3299",20,"Ratio",17.3564682539683
"3300",30,"Ratio",15.0654868979652
"3301",3,"Ratio",17.4666666666667
"3302",6,"Ratio",15.487037037037
"3303",10,"Ratio",13.2568722943723
"3304",20,"Ratio",17.0597617322291
"3305",30,"Ratio",16.6331564021226
"3306",3,"Ratio",16.0014141414141
"3307",6,"Ratio",17.6030020703934
"3308",10,"Ratio",14.079738039738
"3309",20,"Ratio",16.5452208186079
"3310",30,"Ratio",15.4584726414388
"3311",3,"Ratio",19.5555555555556
"3312",6,"Ratio",13.9263888888889
"3313",10,"Ratio",17.5186136750374
"3314",20,"Ratio",15.9296804653048
"3315",30,"Ratio",15.2714285714286
"3316",3,"Ratio",20.9037037037037
"3317",6,"Ratio",12.9430555555556
"3318",10,"Ratio",17.3519480925578
"3319",20,"Ratio",17.3565873015873
"3320",30,"Ratio",17.7134872534873
"3321",3,"Ratio",16.3240740740741
"3322",6,"Ratio",15.6083333333333
"3323",10,"Ratio",21.5282142857143
"3324",20,"Ratio",16.1589015151515
"3325",30,"Ratio",16.5765727471762
"3326",3,"Ratio",16.3300492610837
"3327",6,"Ratio",16.1283993783994
"3328",10,"Ratio",17.4177536231884
"3329",20,"Ratio",17.8501350947903
"3330",30,"Ratio",19.1783389979802
"3331",3,"Ratio",16.4928705002338
"3332",6,"Ratio",16.4851587301587
"3333",10,"Ratio",17.0493772893773
"3334",20,"Ratio",15.3285176973298
"3335",30,"Ratio",16.0647424564506
"3336",3,"Ratio",19.2777777777778
"3337",6,"Ratio",18.3555555555556
"3338",10,"Ratio",14.2958852258852
"3339",20,"Ratio",15.0834149184149
"3340",30,"Ratio",17.5633689268339
"3341",3,"Ratio",14.8944444444444
"3342",6,"Ratio",13.2346126772956
"3343",10,"Ratio",16.03
"3344",20,"Ratio",18.9558385579937
"3345",30,"Ratio",15.7739007831737
"3346",3,"Ratio",23.7301587301587
"3347",6,"Ratio",18.0799861973775
"3348",10,"Ratio",15.6444841269841
"3349",20,"Ratio",16.1036914880512
"3350",30,"Ratio",17.7096479446479
"3351",3,"Ratio",23.9111111111111
"3352",6,"Ratio",18.6779569892473
"3353",10,"Ratio",15.7561363636364
"3354",20,"Ratio",17.6582142521417
"3355",30,"Ratio",15.9689022788805
"3356",3,"Ratio",20.3777777777778
"3357",6,"Ratio",15.2742532855436
"3358",10,"Ratio",14.8650649350649
"3359",20,"Ratio",18.3873479427549
"3360",30,"Ratio",15.2564127061708
"3361",3,"Ratio",20.1777777777778
"3362",6,"Ratio",19.6138888888889
"3363",10,"Ratio",15.8488095238095
"3364",20,"Ratio",16.4351411088911
"3365",30,"Ratio",16.2629146116727
"3366",3,"Ratio",15.4527777777778
"3367",6,"Ratio",15.6146640826873
"3368",10,"Ratio",15.4833333333333
"3369",20,"Ratio",17.0685035723085
"3370",30,"Ratio",17.5647596528631
"3371",3,"Ratio",17.7416666666667
"3372",6,"Ratio",19.3962560386473
"3373",10,"Ratio",14.7877587903469
"3374",20,"Ratio",18.1234271163619
"3375",30,"Ratio",15.3625410611959
"3376",3,"Ratio",15.1611111111111
"3377",6,"Ratio",14.7555555555556
"3378",10,"Ratio",19.362380952381
"3379",20,"Ratio",16.140211038961
"3380",30,"Ratio",16.6134443294226
"3381",3,"Ratio",13.875
"3382",6,"Ratio",16.5149988497815
"3383",10,"Ratio",16.7028571428571
"3384",20,"Ratio",16.6397864357864
"3385",30,"Ratio",14.0152586908621
"3386",3,"Ratio",10.5540756401222
"3387",6,"Ratio",13.2210774410774
"3388",10,"Ratio",15.1885487399725
"3389",20,"Ratio",16.2081580641581
"3390",30,"Ratio",16.2628921730785
"3391",3,"Ratio",13.2970085470085
"3392",6,"Ratio",16.7768253968254
"3393",10,"Ratio",14.6609956709957
"3394",20,"Ratio",18.8888293650794
"3395",30,"Ratio",18.474380588848
"3396",3,"Ratio",18.0869565217391
"3397",6,"Ratio",17.3333333333333
"3398",10,"Ratio",18.09955602537
"3399",20,"Ratio",17.7812131558284
"3400",30,"Ratio",16.1720746835191
"3401",3,"Ratio",13.9980676328502
"3402",6,"Ratio",15.9246753246753
"3403",10,"Ratio",14.7910606060606
"3404",20,"Ratio",15.85610479176
"3405",30,"Ratio",15.3114994351041
"3406",3,"Ratio",28.0952380952381
"3407",6,"Ratio",14.6369963369963
"3408",10,"Ratio",15.0440135033758
"3409",20,"Ratio",16.300608974359
"3410",30,"Ratio",16.5389410589411
"3411",3,"Ratio",19.6296296296296
"3412",6,"Ratio",17.9947811447811
"3413",10,"Ratio",15.7603058459156
"3414",20,"Ratio",17.2263285177355
"3415",30,"Ratio",16.8524642070471
"3416",3,"Ratio",18.8611111111111
"3417",6,"Ratio",17.3509259259259
"3418",10,"Ratio",18.3804797979798
"3419",20,"Ratio",15.7382499296569
"3420",30,"Ratio",16.7754734114517
"3421",3,"Ratio",12.6805713666179
"3422",6,"Ratio",15.2412037037037
"3423",10,"Ratio",13.1347130647131
"3424",20,"Ratio",15.7398749800924
"3425",30,"Ratio",14.6087607187635
"3426",3,"Ratio",17.7586206896552
"3427",6,"Ratio",23.2037037037037
"3428",10,"Ratio",15.9362651623497
"3429",20,"Ratio",15.6439105542154
"3430",30,"Ratio",17.3310188921601
"3431",3,"Ratio",15.3843434343434
"3432",6,"Ratio",17.5310846560847
"3433",10,"Ratio",14.0993506493506
"3434",20,"Ratio",18.3337974465148
"3435",30,"Ratio",15.4147100543135
"3436",3,"Ratio",11.2901320901321
"3437",6,"Ratio",14.2982142857143
"3438",10,"Ratio",17.1824924118028
"3439",20,"Ratio",15.7075250659302
"3440",30,"Ratio",18.4260921300921
"3441",3,"Ratio",21.1670250896057
"3442",6,"Ratio",14.3875
"3443",10,"Ratio",14.4942316017316
"3444",20,"Ratio",16.8688147484699
"3445",30,"Ratio",16.2084247049247
"3446",3,"Ratio",12.5851851851852
"3447",6,"Ratio",16.9707070707071
"3448",10,"Ratio",15.798105687416
"3449",20,"Ratio",15.9068315412186
"3450",30,"Ratio",17.9134536097117
"3451",3,"Ratio",29.4722222222222
"3452",6,"Ratio",18.7277777777778
"3453",10,"Ratio",15.6825
"3454",20,"Ratio",16.1532512564064
"3455",30,"Ratio",17.1209288905118
"3456",3,"Ratio",15.9
"3457",6,"Ratio",17.5745791245791
"3458",10,"Ratio",18.3705
"3459",20,"Ratio",15.1866539145609
"3460",30,"Ratio",15.5332555367338
"3461",3,"Ratio",19.1194444444444
"3462",6,"Ratio",16.8555555555556
"3463",10,"Ratio",13.2451581196581
"3464",20,"Ratio",15.7910311634912
"3465",30,"Ratio",15.6243682737092
"3466",3,"Ratio",20.0650406504065
"3467",6,"Ratio",12.6162457912458
"3468",10,"Ratio",14.3420909090909
"3469",20,"Ratio",17.8157853386923
"3470",30,"Ratio",16.7609401524402
"3471",3,"Ratio",16.489898989899
"3472",6,"Ratio",17.7246031746032
"3473",10,"Ratio",16.0926075268817
"3474",20,"Ratio",15.7023842823843
"3475",30,"Ratio",16.4646086222133
"3476",3,"Ratio",18.9166666666667
"3477",6,"Ratio",13.4294515669516
"3478",10,"Ratio",14.9647539915282
"3479",20,"Ratio",16.5882195103747
"3480",30,"Ratio",17.4489433674216
"3481",3,"Ratio",12.1830808080808
"3482",6,"Ratio",12.6893518518519
"3483",10,"Ratio",15.3891919191919
"3484",20,"Ratio",16.6045775729647
"3485",30,"Ratio",15.612955136133
"3486",3,"Ratio",14.0740740740741
"3487",6,"Ratio",24.1444444444444
"3488",10,"Ratio",19.8175862068966
"3489",20,"Ratio",14.2749684888755
"3490",30,"Ratio",17.6002052799416
"3491",3,"Ratio",15.1835497835498
"3492",6,"Ratio",12.7097222222222
"3493",10,"Ratio",15.2342857142857
"3494",20,"Ratio",16.133707931168
"3495",30,"Ratio",16.7065471034927
"3496",3,"Ratio",11.9603174603175
"3497",6,"Ratio",24.7008333333333
"3498",10,"Ratio",14.9561681329423
"3499",20,"Ratio",14.7548100450274
"3500",30,"Ratio",16.175979288375
"3501",3,"Ratio",19.4555555555556
"3502",6,"Ratio",18.1650997150997
"3503",10,"Ratio",13.8775432900433
"3504",20,"Ratio",14.9476423097975
"3505",30,"Ratio",16.1234843645005
"3506",3,"Ratio",21.9808429118774
"3507",6,"Ratio",15.7318181818182
"3508",10,"Ratio",14.5474278905376
"3509",20,"Ratio",15.9352308802309
"3510",30,"Ratio",15.4231928731494
"3511",3,"Ratio",17.5333333333333
"3512",6,"Ratio",17.114880952381
"3513",10,"Ratio",16.5456630824373
"3514",20,"Ratio",16.8575376921929
"3515",30,"Ratio",14.8239325588102
"3516",3,"Ratio",16.9861111111111
"3517",6,"Ratio",15.8166666666667
"3518",10,"Ratio",14.825380952381
"3519",20,"Ratio",16.0234560455786
"3520",30,"Ratio",16.0586389671756
"3521",3,"Ratio",24.7571059431525
"3522",6,"Ratio",17.6946428571429
"3523",10,"Ratio",16.9534956709957
"3524",20,"Ratio",15.764089654307
"3525",30,"Ratio",16.0973636363636
"3526",3,"Ratio",13.8
"3527",6,"Ratio",13.8910256410256
"3528",10,"Ratio",19.8316771159875
"3529",20,"Ratio",16.8571735949351
"3530",30,"Ratio",16.0069864911048
"3531",3,"Ratio",13.6978466838932
"3532",6,"Ratio",17.0310606060606
"3533",10,"Ratio",14.2109449142589
"3534",20,"Ratio",16.8074640779863
"3535",30,"Ratio",15.9720491717585
"3536",3,"Ratio",20.6222222222222
"3537",6,"Ratio",14.0252964426877
"3538",10,"Ratio",15.6364736335071
"3539",20,"Ratio",15.6039321668669
"3540",30,"Ratio",16.4959426285026
"3541",3,"Ratio",14.9094850948509
"3542",6,"Ratio",13.1665607292437
"3543",10,"Ratio",16.8862936507937
"3544",20,"Ratio",15.9286904761905
"3545",30,"Ratio",14.9337569923616
"3546",3,"Ratio",13.073544973545
"3547",6,"Ratio",13.107123655914
"3548",10,"Ratio",16.4324603174603
"3549",20,"Ratio",15.6871438338557
"3550",30,"Ratio",16.1364596736009
"3551",3,"Ratio",14.8809523809524
"3552",6,"Ratio",12.5592602519432
"3553",10,"Ratio",17.8880303030303
"3554",20,"Ratio",14.5843140993582
"3555",30,"Ratio",15.1267870014797
"3556",3,"Ratio",14.8904392764858
"3557",6,"Ratio",20.8219891219891
"3558",10,"Ratio",18.6291025641026
"3559",20,"Ratio",16.1264962754637
"3560",30,"Ratio",15.881046374583
"3561",3,"Ratio",14.9222222222222
"3562",6,"Ratio",18.4765325670498
"3563",10,"Ratio",15.7816550522648
"3564",20,"Ratio",16.5052766677767
"3565",30,"Ratio",17.3137437798472
"3566",3,"Ratio",15.8111111111111
"3567",6,"Ratio",18.9890681003584
"3568",10,"Ratio",15.5480422613562
"3569",20,"Ratio",16.4750054112554
"3570",30,"Ratio",17.3086461772193
"3571",3,"Ratio",15.1825396825397
"3572",6,"Ratio",13.0855218855219
"3573",10,"Ratio",14.9664935064935
"3574",20,"Ratio",15.4303142135642
"3575",30,"Ratio",16.200563510183
"3576",3,"Ratio",15.5703703703704
"3577",6,"Ratio",13.984595959596
"3578",10,"Ratio",17.0246031746032
"3579",20,"Ratio",18.1179248658318
"3580",30,"Ratio",16.5237213934577
"3581",3,"Ratio",19.4064009661836
"3582",6,"Ratio",11.8100732600733
"3583",10,"Ratio",15.1746464646465
"3584",20,"Ratio",16.2886915741264
"3585",30,"Ratio",15.7889653679654
"3586",3,"Ratio",23.8412698412698
"3587",6,"Ratio",15.0245786126019
"3588",10,"Ratio",18.3333333333333
"3589",20,"Ratio",16.3768910181959
"3590",30,"Ratio",17.2025814236849
"3591",3,"Ratio",12.3252164502165
"3592",6,"Ratio",18.7333333333333
"3593",10,"Ratio",15.7521893814997
"3594",20,"Ratio",16.9905452402004
"3595",30,"Ratio",16.5556341806342
"3596",3,"Ratio",11.3111111111111
"3597",6,"Ratio",16.6560606060606
"3598",10,"Ratio",15.4641025641026
"3599",20,"Ratio",15.7227311239485
"3600",30,"Ratio",16.6372776257559
"3601",3,"Ratio",13.2954545454545
"3602",6,"Ratio",16.749680715198
"3603",10,"Ratio",16.6817316017316
"3604",20,"Ratio",15.9074839660885
"3605",30,"Ratio",15.9966498316498
"3606",3,"Ratio",17.5562397372742
"3607",6,"Ratio",15.1495236922066
"3608",10,"Ratio",15.4371708549848
"3609",20,"Ratio",15.4628646160458
"3610",30,"Ratio",16.7204421725834
"3611",3,"Ratio",15.5084175084175
"3612",6,"Ratio",16.102380952381
"3613",10,"Ratio",14.7641732711733
"3614",20,"Ratio",17.8969505888377
"3615",30,"Ratio",18.5922769423369
"3616",3,"Ratio",16.2551707551708
"3617",6,"Ratio",15.5802308802309
"3618",10,"Ratio",16.1824372759857
"3619",20,"Ratio",18.4518528693529
"3620",30,"Ratio",16.0755537661572
"3621",3,"Ratio",21.9112554112554
"3622",6,"Ratio",17.9060606060606
"3623",10,"Ratio",16.0615079365079
"3624",20,"Ratio",15.0554643568991
"3625",30,"Ratio",18.2979204576785
"3626",3,"Ratio",12.4787878787879
"3627",6,"Ratio",15.294623655914
"3628",10,"Ratio",16.0174552983249
"3629",20,"Ratio",14.1151587301587
"3630",30,"Ratio",15.5582282029717
"3631",3,"Ratio",13.7952380952381
"3632",6,"Ratio",21.2805555555556
"3633",10,"Ratio",16.4058333333333
"3634",20,"Ratio",18.7519660894661
"3635",30,"Ratio",16.2102516048345
"3636",3,"Ratio",11.2809523809524
"3637",6,"Ratio",13.3049783549784
"3638",10,"Ratio",15.8517781260885
"3639",20,"Ratio",16.8161111111111
"3640",30,"Ratio",18.2872224470171
"3641",3,"Ratio",16.9777777777778
"3642",6,"Ratio",15.5588738368911
"3643",10,"Ratio",14.2470916538658
"3644",20,"Ratio",15.2832142857143
"3645",30,"Ratio",15.517022387817
"3646",3,"Ratio",12.4561253561254
"3647",6,"Ratio",14.0229974160207
"3648",10,"Ratio",13.6390873015873
"3649",20,"Ratio",16.9312578966927
"3650",30,"Ratio",17.2956925567972
"3651",3,"Ratio",11.4362170087977
"3652",6,"Ratio",20.4544788975022
"3653",10,"Ratio",16.3283333333333
"3654",20,"Ratio",15.5997911879156
"3655",30,"Ratio",18.2816446332847
"3656",3,"Ratio",15.6984126984127
"3657",6,"Ratio",14.4467592592593
"3658",10,"Ratio",19.7865079365079
"3659",20,"Ratio",17.0743764508438
"3660",30,"Ratio",17.2966637911203
"3661",3,"Ratio",16.2950373298199
"3662",6,"Ratio",17.3472222222222
"3663",10,"Ratio",20.9587454212454
"3664",20,"Ratio",15.3347051499225
"3665",30,"Ratio",17.3018630403413
"3666",3,"Ratio",18.5555555555556
"3667",6,"Ratio",14.1051587301587
"3668",10,"Ratio",17.1309242835486
"3669",20,"Ratio",17.8925595238095
"3670",30,"Ratio",17.3577400018217
"3671",3,"Ratio",17.5025252525253
"3672",6,"Ratio",14.87636968766
"3673",10,"Ratio",18.5527272727273
"3674",20,"Ratio",19.1646794811469
"3675",30,"Ratio",15.7934529454678
"3676",3,"Ratio",19.2962962962963
"3677",6,"Ratio",16.9306277056277
"3678",10,"Ratio",16.004880952381
"3679",20,"Ratio",15.4177343821962
"3680",30,"Ratio",15.5655277537641
"3681",3,"Ratio",20.4722222222222
"3682",6,"Ratio",14.9203703703704
"3683",10,"Ratio",14.1314823107927
"3684",20,"Ratio",16.5933229270729
"3685",30,"Ratio",15.5482852244401
"3686",3,"Ratio",13.797619047619
"3687",6,"Ratio",16.5074302937206
"3688",10,"Ratio",16.1482575757576
"3689",20,"Ratio",14.767660950161
"3690",30,"Ratio",16.3629349482965
"3691",3,"Ratio",15.3111111111111
"3692",6,"Ratio",15.6055555555556
"3693",10,"Ratio",13.6871025641026
"3694",20,"Ratio",15.3174938436858
"3695",30,"Ratio",16.538797259379
"3696",3,"Ratio",14.6442307692308
"3697",6,"Ratio",18.7559523809524
"3698",10,"Ratio",13.6862026862027
"3699",20,"Ratio",14.121438006438
"3700",30,"Ratio",16.2231351981352
"3701",3,"Ratio",18.9444444444444
"3702",6,"Ratio",16.4333333333333
"3703",10,"Ratio",14.8171317829457
"3704",20,"Ratio",14.2304672646683
"3705",30,"Ratio",16.6547871045818
"3706",3,"Ratio",20.9777777777778
"3707",6,"Ratio",15.9684782608696
"3708",10,"Ratio",16.8334513095358
"3709",20,"Ratio",15.8842084901505
"3710",30,"Ratio",17.0592792388987
"3711",3,"Ratio",27.8
"3712",6,"Ratio",16.4462962962963
"3713",10,"Ratio",16.8839213474697
"3714",20,"Ratio",16.4591515151515
"3715",30,"Ratio",15.7157166907167
"3716",3,"Ratio",16.237037037037
"3717",6,"Ratio",16.1190476190476
"3718",10,"Ratio",17.2503174603175
"3719",20,"Ratio",13.8646661587084
"3720",30,"Ratio",16.3058121458487
"3721",3,"Ratio",21.4777777777778
"3722",6,"Ratio",18.2777777777778
"3723",10,"Ratio",16.2838333333333
"3724",20,"Ratio",16.2402337662338
"3725",30,"Ratio",16.2214054980238
"3726",3,"Ratio",16.1772486772487
"3727",6,"Ratio",17.1430976430976
"3728",10,"Ratio",14.868253968254
"3729",20,"Ratio",15.1947303936374
"3730",30,"Ratio",18.1872112753147
"3731",3,"Ratio",20.4285714285714
"3732",6,"Ratio",14.4716085271318
"3733",10,"Ratio",16.2824444444444
"3734",20,"Ratio",15.6154709549987
"3735",30,"Ratio",16.1631091865741
"3736",3,"Ratio",17.4074074074074
"3737",6,"Ratio",20.609595959596
"3738",10,"Ratio",15.5991666666667
"3739",20,"Ratio",17.4548661000835
"3740",30,"Ratio",15.9716600559696
"3741",3,"Ratio",15.0547619047619
"3742",6,"Ratio",13.2872775372775
"3743",10,"Ratio",17.8564285714286
"3744",20,"Ratio",16.2380808080808
"3745",30,"Ratio",17.0573982225846
"3746",3,"Ratio",17.1555555555556
"3747",6,"Ratio",22.4744107744108
"3748",10,"Ratio",17.3517344173442
"3749",20,"Ratio",15.3677783456853
"3750",30,"Ratio",17.0361504052904
"3751",3,"Ratio",15.6388888888889
"3752",6,"Ratio",14.2341991341991
"3753",10,"Ratio",15.2068231768232
"3754",20,"Ratio",14.596210924755
"3755",30,"Ratio",17.3154159410194
"3756",3,"Ratio",15.4047619047619
"3757",6,"Ratio",19.3941197691198
"3758",10,"Ratio",17.1828715993909
"3759",20,"Ratio",18.3223696080815
"3760",30,"Ratio",15.004850934609
"3761",3,"Ratio",19.6414141414141
"3762",6,"Ratio",12.0227513227513
"3763",10,"Ratio",16.7815268065268
"3764",20,"Ratio",13.7327247752248
"3765",30,"Ratio",15.8878579974992
"3766",3,"Ratio",18.7460317460317
"3767",6,"Ratio",16.2271640826873
"3768",10,"Ratio",13.361377274487
"3769",20,"Ratio",16.2276999711492
"3770",30,"Ratio",15.9137220275618
"3771",3,"Ratio",13.6581196581197
"3772",6,"Ratio",15.4060846560847
"3773",10,"Ratio",15.405
"3774",20,"Ratio",15.6864714391888
"3775",30,"Ratio",18.967744921885
"3776",3,"Ratio",23.8666666666667
"3777",6,"Ratio",13.4428571428571
"3778",10,"Ratio",21.7206818181818
"3779",20,"Ratio",15.9943796851574
"3780",30,"Ratio",18.6244841004406
"3781",3,"Ratio",14.0444444444444
"3782",6,"Ratio",18.6282443455692
"3783",10,"Ratio",16.5855072463768
"3784",20,"Ratio",15.2655641783691
"3785",30,"Ratio",16.3849235901002
"3786",3,"Ratio",20.4166666666667
"3787",6,"Ratio",16.6923862255864
"3788",10,"Ratio",13.5601226551227
"3789",20,"Ratio",14.3739404761905
"3790",30,"Ratio",16.5114850962081
"3791",3,"Ratio",13.5111111111111
"3792",6,"Ratio",16.0016788766789
"3793",10,"Ratio",16.4891551459293
"3794",20,"Ratio",15.0183724608725
"3795",30,"Ratio",17.9528737879104
"3796",3,"Ratio",12.2222222222222
"3797",6,"Ratio",19.1555555555556
"3798",10,"Ratio",14.8064285714286
"3799",20,"Ratio",14.1926524340818
"3800",30,"Ratio",17.5747936504131
"3801",3,"Ratio",16.7470049330514
"3802",6,"Ratio",13.4978835978836
"3803",10,"Ratio",11.8620710231556
"3804",20,"Ratio",14.9878471319715
"3805",30,"Ratio",15.5930892703473
"3806",3,"Ratio",16.2954545454545
"3807",6,"Ratio",14.9317663817664
"3808",10,"Ratio",15.7211111111111
"3809",20,"Ratio",15.5465895215895
"3810",30,"Ratio",15.5674623307727
"3811",3,"Ratio",17.234126984127
"3812",6,"Ratio",18.1524531024531
"3813",10,"Ratio",14.3521978021978
"3814",20,"Ratio",15.3980455724199
"3815",30,"Ratio",14.5623131468293
"3816",3,"Ratio",13.4869841269841
"3817",6,"Ratio",14.2465016895249
"3818",10,"Ratio",15.7441666666667
"3819",20,"Ratio",16.5809991249061
"3820",30,"Ratio",16.9648669980546
"3821",3,"Ratio",16.6414141414141
"3822",6,"Ratio",16.467037037037
"3823",10,"Ratio",15.3994415584416
"3824",20,"Ratio",14.6493181818182
"3825",30,"Ratio",18.3213529470893
"3826",3,"Ratio",16.026936026936
"3827",6,"Ratio",14.3570881226054
"3828",10,"Ratio",16.4338888888889
"3829",20,"Ratio",16.4398646908647
"3830",30,"Ratio",17.330856917873
"3831",3,"Ratio",15.1
"3832",6,"Ratio",17.1016524216524
"3833",10,"Ratio",13.1736428804171
"3834",20,"Ratio",15.3606872294372
"3835",30,"Ratio",15.6755054291101
"3836",3,"Ratio",23.0015503875969
"3837",6,"Ratio",20.5777777777778
"3838",10,"Ratio",17.5336940836941
"3839",20,"Ratio",15.0691312543781
"3840",30,"Ratio",17.7957982280563
"3841",3,"Ratio",15.4888888888889
"3842",6,"Ratio",15.3297071702244
"3843",10,"Ratio",14.6766771159875
"3844",20,"Ratio",19.7973611111111
"3845",30,"Ratio",16.0577635551399
"3846",3,"Ratio",22.4666666666667
"3847",6,"Ratio",16.7462315462315
"3848",10,"Ratio",16.7093604004449
"3849",20,"Ratio",17.5451727642276
"3850",30,"Ratio",15.8200729954345
"3851",3,"Ratio",17.3888888888889
"3852",6,"Ratio",13.6941391941392
"3853",10,"Ratio",14.5259523809524
"3854",20,"Ratio",14.8184726384726
"3855",30,"Ratio",16.8510927814055
"3856",3,"Ratio",13.5269841269841
"3857",6,"Ratio",15.9187042842215
"3858",10,"Ratio",19.2484408602151
"3859",20,"Ratio",18.0314951844022
"3860",30,"Ratio",15.3899005583788
"3861",3,"Ratio",16.9358974358974
"3862",6,"Ratio",13.7714045214045
"3863",10,"Ratio",13.1356110556111
"3864",20,"Ratio",12.9913888888889
"3865",30,"Ratio",15.6144203240616
"3866",3,"Ratio",17.1777777777778
"3867",6,"Ratio",13.2537037037037
"3868",10,"Ratio",17.3182187394675
"3869",20,"Ratio",17.1382351388449
"3870",30,"Ratio",15.5402604810568
"3871",3,"Ratio",15.8888888888889
"3872",6,"Ratio",20.2449938949939
"3873",10,"Ratio",14.4985722610723
"3874",20,"Ratio",14.927271846927
"3875",30,"Ratio",16.1303465243762
"3876",3,"Ratio",16.2936507936508
"3877",6,"Ratio",16.5870881226054
"3878",10,"Ratio",14.1810822510823
"3879",20,"Ratio",16.7193810702082
"3880",30,"Ratio",15.3453778443778
"3881",3,"Ratio",14.7
"3882",6,"Ratio",17.3384920634921
"3883",10,"Ratio",14.700380952381
"3884",20,"Ratio",14.5888777375697
"3885",30,"Ratio",16.5170530046726
"3886",3,"Ratio",18.1762978623444
"3887",6,"Ratio",15.399358974359
"3888",10,"Ratio",13.8192374292374
"3889",20,"Ratio",18.8099267399267
"3890",30,"Ratio",18.7612546193644
"3891",3,"Ratio",16.9833333333333
"3892",6,"Ratio",15.3568181818182
"3893",10,"Ratio",14.2662820512821
"3894",20,"Ratio",18.414696969697
"3895",30,"Ratio",16.7816279226645
"3896",3,"Ratio",13.4666666666667
"3897",6,"Ratio",16.9290598290598
"3898",10,"Ratio",18.6671031746032
"3899",20,"Ratio",16.1350738279808
"3900",30,"Ratio",15.8864754504754
"3901",3,"Ratio",15.3185185185185
"3902",6,"Ratio",15.6134920634921
"3903",10,"Ratio",16.1322222222222
"3904",20,"Ratio",16.4619433344433
"3905",30,"Ratio",17.3941125541126
"3906",3,"Ratio",18.5
"3907",6,"Ratio",19.0690476190476
"3908",10,"Ratio",14.3549348132488
"3909",20,"Ratio",18.7045634920635
"3910",30,"Ratio",16.7508907894274
"3911",3,"Ratio",13.3682170542636
"3912",6,"Ratio",14.6632275132275
"3913",10,"Ratio",15.6528571428571
"3914",20,"Ratio",15.4044646464646
"3915",30,"Ratio",14.9513956071903
"3916",3,"Ratio",12.9777777777778
"3917",6,"Ratio",15.0466666666667
"3918",10,"Ratio",16.0978174603175
"3919",20,"Ratio",16.3255856975476
"3920",30,"Ratio",15.527134337239
"3921",3,"Ratio",14.4361628709455
"3922",6,"Ratio",15.337037037037
"3923",10,"Ratio",14.5042857142857
"3924",20,"Ratio",14.9435290619342
"3925",30,"Ratio",18.9178460745022
"3926",3,"Ratio",14.9980676328502
"3927",6,"Ratio",17.1937830687831
"3928",10,"Ratio",17.2255996918484
